source_id_candidate,name,website_url,canonical_domain,macro_tipo,priority_tier,technical_access,already_active,current_source_id,test_status,fetch_method_found,feed_url,http_status,items_recent,valid_articles,fulltext_ok,date_ok,duplicate_rate_sample,problem,decision,notes
RS_ENT_002,ATV,https://www.atvbl.rs/,atvbl.rs,RS_MEDIA_LOKALNO,1,0.8,True,RS_ENT_002,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come RS_ENT_002
BL_IJ3_002,Nezavisne novine,https://www.nezavisne.com/,nezavisne.com,RS_MEDIA_LOKALNO,1,0.85,True,BL_IJ3_002,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come BL_IJ3_002
BL_IJ3_003,Glas Srpske,https://www.glassrpske.com/,glassrpske.com,RS_MEDIA_LOKALNO,1,0.8,True,BL_IJ3_003,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come BL_IJ3_003
POL_RS_001,SNSD,https://snsd.org/,snsd.org,PARTIJE_POKRETI,1,0.65,True,POL_RS_001,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come POL_RS_001
BL_IJ3_006,Banjaluka24,https://banjaluka-24.com/,banjaluka-24.com,RS_MEDIA_LOKALNO,1,0.75,True,BL_IJ3_006,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come BL_IJ3_006
BL_IJ3_012,Draško Stanivuković,nan,,RS_MEDIA_LOKALNO,1,0.55,False,,NOT_USEFUL,,,,,,,,N/A_SINGLE_SOURCE,NO_WEBSITE_URL,NOT_PROMOTED,nessun website_url in v14 (solo social/persona)
POL_RS_003,PDP,https://pdp.rs.ba/,pdp.rs.ba,PARTIJE_POKRETI,1,0.65,False,,NO_ARTICLE_LINKS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,NO_ARTICLE_LINKS,NOT_PROMOTED,"html controllato, 0 articoli recenti su 8"
BL_IJ3_011,Grad Banja Luka,https://www.banjaluka.rs.ba/,banjaluka.rs.ba,RS_MEDIA_LOKALNO,1,0.65,False,,NO_ARTICLE_LINKS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,NO_ARTICLE_LINKS,NOT_PROMOTED,"html controllato, 0 articoli recenti su 8"
BL_IJ3_007,BL Portal,https://www.bl-portal.com/,bl-portal.com,RS_MEDIA_LOKALNO,1,0.85,True,BL_IJ3_007,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come BL_IJ3_007
POL_RS_004,Ujedinjena Srpska,https://ujedinjenasrpska.rs/,ujedinjenasrpska.rs,PARTIJE_POKRETI,1,0.6,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
BL_IJ3_008,Banjaluka.net,https://banjaluka.net/,banjaluka.net,RS_MEDIA_LOKALNO,2,0.8,False,,READY_RSS,rss,https://banjaluka.net/rss,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
BL_IJ3_005,Buka,https://6yka.com/,6yka.com,RS_MEDIA_LOKALNO,2,0.75,False,,READY_RSS,rss,https://6yka.com/feed/,200,10,10,False,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
POL_RS_011,Narodni front,https://narodnifront.com/,narodnifront.com,PARTIJE_POKRETI,2,0.6,False,,DEAD_DOMAIN,none,,,0,0,False,False,N/A_SINGLE_SOURCE,DEAD_DOMAIN,NOT_PROMOTED,<urlopen error [Errno 11001] getaddrinfo failed> https://narodnifront.com/
BL_IJ3_009,Banjaluka.com,https://www.banjaluka.com/,banjaluka.com,RS_MEDIA_LOKALNO,2,0.75,False,,READY_RSS,rss,https://www.banjaluka.com/rss,200,10,10,False,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,10 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
BL_IJ3_010,eTrafika,https://etrafika.net/,etrafika.net,RS_MEDIA_LOKALNO,2,0.75,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
RS_IJ_013,Dobojski.info,https://www.dobojski.info/,dobojski.info,RS_MEDIA_LOKALNO,1,0.8,True,RS_IJ_013,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come RS_IJ_013
RS_IJ_017,Grad Doboj,https://doboj.gov.ba/,doboj.gov.ba,RS_MEDIA_LOKALNO,1,0.65,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
POL_RS_002,SDS,https://www.sdsrs.com/,sdsrs.com,PARTIJE_POKRETI,1,0.65,False,,JS_ONLY,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,JS_ONLY,NOT_PROMOTED,nessun testo estraibile senza JS (probabile SPA) e nessun feed/sitemap utile
RS_IJ_012,Glas Regije,https://glasregije.net/,glasregije.net,RS_MEDIA_LOKALNO,1,0.75,True,RS_IJ_012,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come RS_IJ_012
RS_IJ_014,RTV Doboj,https://rtvdoboj.org/,rtvdoboj.org,RS_MEDIA_LOKALNO,1,0.75,True,RS_IJ_014,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come RS_IJ_014
RS_IJ_015,Granice Doboja,https://granicedoboja.info/,granicedoboja.info,RS_MEDIA_LOKALNO,2,0.7,False,,READY_RSS,rss,https://granicedoboja.info/feed/,200,6,6,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_016,Teslić Danas,https://teslicdanas.net/,teslicdanas.net,SRBIJA_HRVATSKA,2,0.65,False,,READY_HTML,html_home_links,,200,3,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,8 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
RS_IJ_018,InfoBijeljina,https://www.infobijeljina.com/,infobijeljina.com,RS_MEDIA_LOKALNO,1,0.85,True,RS_IJ_018,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come RS_IJ_018
RS_IJ_005,Micro Mreža,https://micromreza.com/,micromreza.com,RS_MEDIA_LOKALNO,2,0.8,False,,READY_RSS,rss,https://micromreza.com/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_029,TrebinjeLive,https://trebinjelive.info/,trebinjelive.info,RS_MEDIA_LOKALNO,2,0.85,False,,READY_HTML,html_home_links,,200,5,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,8 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
RS_IJ_008,Prnjavor.info,https://www.prnjavor.info/,prnjavor.info,RS_MEDIA_LOKALNO,2,0.8,False,,READY_RSS,rss,https://www.prnjavor.info/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,10 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
RS_IJ_019,Dešavanja u Bijeljini,https://desavanjaubijeljini.com/,desavanjaubijeljini.com,RS_MEDIA_LOKALNO,2,0.8,False,,JS_ONLY,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,JS_ONLY,NOT_PROMOTED,nessun testo estraibile senza JS (probabile SPA) e nessun feed/sitemap utile
RS_IJ_002,InfoPrijedor,https://infoprijedor.ba/,infoprijedor.ba,RS_MEDIA_LOKALNO,2,0.8,False,,READY_RSS,rss,https://infoprijedor.ba/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_025,Katera,https://katera.news/,katera.news,RS_MEDIA_LOKALNO,2,0.8,False,,READY_HTML,html_home_links,,200,6,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,8 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
RS_IJ_003,Kozarski vjesnik,https://kozarski.com/,kozarski.com,RS_MEDIA_LOKALNO,2,0.75,False,,READY_RSS,rss,https://kozarski.com/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,10 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
RS_IJ_021,Zvornički.ba,https://zvornicki.ba/,zvornicki.ba,RS_MEDIA_LOKALNO,2,0.8,False,,READY_RSS,rss,https://zvornicki.ba/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_030,Direkt Portal,https://direkt-portal.com/,direkt-portal.com,RS_MEDIA_LOKALNO,2,0.75,False,,READY_RSS,rss,https://direkt-portal.com/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_031,Herceg TV,https://www.herceg.tv/,herceg.tv,RS_MEDIA_LOKALNO,2,0.75,False,,READY_HTML,html_home_links,,200,2,7,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,7 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
RS_IJ_027,Spin Info,https://spin-portal.info/,spin-portal.info,RS_MEDIA_LOKALNO,2,0.75,False,,READY_RSS,rss,https://spin-portal.info/feed/,200,5,5,False,True,N/A_SINGLE_SOURCE,,PROMOTED,"5 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_009,Derventski List,https://derventskilist.net/,derventskilist.net,RS_MEDIA_LOKALNO,2,0.7,False,,READY_RSS,rss,https://derventskilist.net/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_026,Palelive,https://www.palelive.com/,palelive.com,RS_MEDIA_LOKALNO,2,0.75,False,,READY_SITEMAP,sitemap,,200,1,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,"sitemap https://www.palelive.com/sitemap_index.xml, 8 articoli controllati | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro."
RS_IJ_010,Modričainfo,https://www.modricainfo.com/,modricainfo.com,RS_MEDIA_LOKALNO,2,0.7,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
RS_IJ_022,Zvornik Danas,https://www.zvornikdanas.com/,zvornikdanas.com,SRBIJA_HRVATSKA,2,0.75,False,,READY_RSS,rss,https://www.zvornikdanas.com/feed/,200,18,18,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,18 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
BL_IJ3_004,Frontal.ba,https://www.frontal.ba/,frontal.ba,RS_MEDIA_LOKALNO,2,0.7,False,,READY_RSS,rss,https://www.frontal.ba/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
RS_IJ_007,Radio Gradiška,https://radiogradiska.com/,radiogradiska.com,RS_MEDIA_LOKALNO,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_006,Laktaši Info,https://laktasi.info/,laktasi.info,EKONOMIJA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_023,Drina Press,https://www.drinapress.org/,drinapress.org,RS_MEDIA_LOKALNO,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_028,IS Radio,https://is-radio.com/,is-radio.com,RS_MEDIA_LOKALNO,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_032,Trebinje Danas,https://trebinjedanas.com/,trebinjedanas.com,SRBIJA_HRVATSKA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_004,PrijedorDanas,https://www.prijedordanas.com/,prijedordanas.com,SRBIJA_HRVATSKA,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_033,Bileća Online,https://bilecaonline.com/,bilecaonline.com,RS_MEDIA_LOKALNO,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_011,Moj Brod,https://mojbrod.info/,mojbrod.info,RS_MEDIA_LOKALNO,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_024,UPSMedia,https://www.upsmedia.ba/,upsmedia.ba,RS_MEDIA_LOKALNO,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
RS_IJ_020,Bijeljina.org / Bijeljina Danas,https://www.bijeljina.org/,bijeljina.org,SRBIJA_HRVATSKA,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
BL_IJ3_013,Banjalučka berza,https://www.blberza.com/,blberza.com,EKONOMIJA,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
ECO_001,Capital.ba,https://capital.ba/,capital.ba,EKONOMIJA,1,0.8,True,ECO_001,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come ECO_001
ECO_002,Akta.ba,https://www.akta.ba/,akta.ba,EKONOMIJA,2,0.8,False,,READY_SITEMAP,sitemap,,200,6,8,True,True,N/A_SINGLE_SOURCE,,PROMOTED,"sitemap https://www.akta.ba/sitemap.xml, 8 articoli controllati | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
ECO_007,Republički zavod za statistiku RS,https://www.rzs.rs.ba/,rzs.rs.ba,EKONOMIJA,2,0.7,False,,NO_ARTICLE_LINKS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,NO_ARTICLE_LINKS,NOT_PROMOTED,"html controllato, 0 articoli recenti su 8"
SRC_006,Centralna banka BiH,https://www.cbbh.ba/,cbbh.ba,EKONOMIJA,2,0.7,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
ECO_006,Agencija za statistiku BiH,https://bhas.gov.ba/,bhas.gov.ba,EKONOMIJA,2,0.7,False,,NO_ARTICLE_LINKS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,NO_ARTICLE_LINKS,NOT_PROMOTED,"html controllato, 0 articoli recenti su 7"
ECO_004,eKapija,https://ba.ekapija.com/,ba.ekapija.com,EKONOMIJA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_007,Poreska uprava RS,https://poreskaupravars.org/,poreskaupravars.org,EKONOMIJA,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
ECO_003,BiznisInfo.ba,https://www.biznisinfo.ba/,biznisinfo.ba,EKONOMIJA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_008,Uprava za indirektno oporezivanje BiH,https://www.uino.gov.ba/,uino.gov.ba,MEDIA_PORTALI,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
ECO_005,Indikator.ba,https://indikator.ba/,indikator.ba,MEDIA_PORTALI,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_001,Detektor / BIRN BiH,https://detektor.ba/,detektor.ba,MEDIA_PORTALI,2,0.7,False,,READY_RSS,rss,https://detektor.ba/rss,200,10,10,False,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
SRC_005,Žurnal,https://zurnal.info/,zurnal.info,MEDIA_PORTALI,2,0.75,False,,BLOCKED_403,none,,403,0,0,False,False,N/A_SINGLE_SOURCE,BLOCKED_403,NOT_PROMOTED,HTTP 403 https://zurnal.info/
SRC_010,Istraga.ba,https://istraga.ba/,istraga.ba,MEDIA_PORTALI,2,0.7,False,,READY_RSS,rss,https://istraga.ba/feed/,200,10,10,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,10 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
SRC_002,Mediacentar Sarajevo / Media.ba,https://media.ba/,media.ba,MEDIA_PORTALI,3,0.65,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_012,Analiziraj.ba,https://analiziraj.ba/,analiziraj.ba,MEDIA_PORTALI,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_013,Tačno.net,https://tacno.net/,tacno.net,MEDIA_PORTALI,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
POL_RS_010,Za pravdu i red,https://pravdared.com/,pravdared.com,PARTIJE_POKRETI,2,0.6,False,,DEAD_DOMAIN,none,,,0,0,False,False,N/A_SINGLE_SOURCE,DEAD_DOMAIN,NOT_PROMOTED,<urlopen error [Errno 11001] getaddrinfo failed> https://pravdared.com/
POL_RS_005,DEMOS,https://demos-rs.com/,demos-rs.com,PARTIJE_POKRETI,2,0.55,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
POL_RS_013,SDA RS / SDA BiH,https://sda.ba/,sda.ba,PARTIJE_POKRETI,2,0.6,False,,READY_HTML,html_home_links,,200,3,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,8 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
POL_RS_012,Pokret za državu,nan,,MEDIA_PORTALI,2,0.45,False,,NOT_USEFUL,,,,,,,,N/A_SINGLE_SOURCE,NO_WEBSITE_URL,NOT_PROMOTED,nessun website_url in v14 (solo social/persona)
POL_RS_007,Socijalistička partija RS,https://socijalisti.ba/,socijalisti.ba,PARTIJE_POKRETI,2,0.55,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
